0.21008,0.22382,0.21099,0.19725,0.23683,0.2612,0.19528,0.23051,0.25142,0.14417,0.18528,0.18254,0.3442,0.28355,0.23895,0.2707,0.2996,0.27268,0.21046,0.21758,0.2035,0.21704,0.3751,0.23929,0.21617,0.2491,0.2281,0.15337,0.16181,0.18579,0.2029,0.23834,0.1988,0.18589,0.22128,0.18906,0.19789,0.20161,0.2272,0.2682,0.21296,0.24009,0.28131,0.23625,0.2554,0.16465,0.15811,0.20094,0.2293,0.21489,0.24617,0.18925,0.20036,0.1608,0.2019,0.22893,0.20229,0.19589,0.17316,0.17089,0.22056,0.26875,0.22785,0.16845,0.24345,0.18276,0.23879,0.20021,0.24158,0.26414,0.18384,0.21169,0.23818,0.27249,0.20131,0.19753,0.20558,0.20232,0.30986,0.21265,0.27934,0.22463,0.24531,0.23299,0.18594,0.16927,0.16048,0.20554,0.23271,0.16048,0.18652,0.1526,0.21366,0.19857,0.19761,0.25148,0.18006,0.1948,0.19958,0.20932,0.20255,0.16985,0.18378,0.139,0.1851,0.23822,0.21255,0.1851,0.16255,0.18604,0.1741,0.1686,0.23564,0.21366
0.2332,0.1964,0.18325,0.2113,0.329,0.20917,0.20173,0.17078,0.19585,0.22703,0.24579,0.26069,0.30112,0.2718,0.1869,0.3509,0.3191,0.24525,0.19216,0.30094,0.20591,0.2378,0.27697,0.25586,0.25858,0.29194,0.25744,0.21933,0.20146,0.17792,0.2487,0.25055,0.35585,0.18055,0.19032,0.1697,0.25075,0.22181,0.20394,0.23789,0.29259,0.24278,0.30419,0.3246,0.31033,0.23712,0.20884,0.18603,0.27242,0.22356,0.23253,0.15209,0.19455,0.18981,0.24124,0.24137,0.25585,0.15562,0.19464,0.12179,0.12338,0.15388,0.16756,0.16551,0.16641,0.1792,0.15641,0.15737,0.1171,0.21543,0.21676,0.13503,0.14156,0.16965,0.11557,0.22827,0.23979,0.22642,0.25222,0.2126,0.23727,0.18237,0.15126,0.15831,0.18869,0.13606,0.21492,0.17117,0.15587,0.16339,0.15209,0.1628,0.21754,0.16192,0.20023,0.20423,0.14401,0.14804,0.11754,0.12766,0.12318,0.12503,0.18681,0.1331,0.1499,0.15609,0.13569,0.18516,0.12103,0.16868,0.2177,0.13391,0.20028,0.17117
0.22617,0.33961,0.23927,0.40923,0.26208,0.22759,0.23966,0.21116,0.2513,0.28815,0.28363,0.27368,0.30238,0.29764,0.23982,0.28631,0.30577,0.33321,0.21879,0.23069,0.20982,0.1934,0.25027,0.24141,0.29442,0.28491,0.26997,0.20248,0.22938,0.25132,0.22959,0.20994,0.20943,0.20835,0.18273,0.20292,0.27492,0.22716,0.22861,0.27945,0.25101,0.18143,0.3032,0.33416,0.34547,0.26322,0.25082,0.27181,0.27493,0.28707,0.27181,0.201,0.22305,0.21767,0.20799,0.25829,0.20537,0.20566,0.21776,0.24208,0.17365,0.19411,0.22187,0.23755,0.20108,0.21356,0.15306,0.17967,0.20674,0.3045,0.28281,0.21974,0.2501,0.22135,0.22569,0.23766,0.24358,0.18949,0.23396,0.2405,0.2449,0.23872,0.26075,0.20427,0.2223,0.17791,0.19411,0.22406,0.20383,0.18347,0.19888,0.18628,0.20938,0.21173,0.20899,0.18347,0.2197,0.22535,0.20748,0.2219,0.24107,0.24829,0.17046,0.15395,0.19845,0.20348,0.17936,0.22049,0.18704,0.13936,0.17282,0.2439,0.22113,0.22647
0.21054,0.2458,0.31688,0.19047,0.24908,0.21099,0.22952,0.28349,0.27245,0.19956,0.17329,0.1904,0.25654,0.22165,0.25026,0.2776,0.28192,0.26615,0.33544,0.24542,0.25783,0.29651,0.30222,0.28478,0.25794,0.31059,0.2302,0.20002,0.21433,0.20834,0.17011,0.19872,0.1875,0.25728,0.20755,0.18334,0.2507,0.23456,0.21638,0.20582,0.24923,0.24354,0.23394,0.24885,0.28312,0.18208,0.21346,0.19582,0.2282,0.19597,0.23499,0.17518,0.19933,0.18038,0.26015,0.28852,0.28365,0.26089,0.40648,0.24018,0.16784,0.21175,0.22295,0.22227,0.26292,0.28665,0.17825,0.22417,0.22257,0.32733,0.28818,0.22672,0.28851,0.29,0.28029,0.21751,0.25687,0.23533,0.28039,0.22775,0.29015,0.27199,0.37811,0.26399,0.22514,0.18648,0.23893,0.20887,0.235,0.22188,0.19688,0.17851,0.2068,0.27246,0.24372,0.24407,0.29825,0.19111,0.23513,0.26649,0.2726,0.25012,0.2127,0.17828,0.18401,0.17773,0.20195,0.21806,0.17662,0.20084,0.18646,0.27479,0.23769,0.23823
0.17654,0.21816,0.31539,0.30664,0.21573,0.225,0.19595,0.23437,0.17185,0.19181,0.19553,0.19849,0.23116,0.20372,0.21047,0.26264,0.23918,0.22607,0.2418,0.22055,0.2109,0.3117,0.15664,0.26206,0.21693,0.26748,0.20872,0.17679,0.18459,0.20149,0.1754,0.16488,0.15112,0.18191,0.17221,0.17253,0.20813,0.22938,0.20733,0.24681,0.19942,0.19746,0.28691,0.24889,0.21376,0.19151,0.16606,0.16818,0.17502,0.17465,0.19221,0.15355,0.18998,0.16374,0.20538,0.17679,0.19311,0.25775,0.25644,0.20177,0.24873,0.25658,0.22131,0.24859,0.20273,0.22131,0.17088,0.196,0.16231,0.20594,0.22793,0.19911,0.27158,0.24327,0.22722,0.22522,0.22186,0.20985,0.23226,0.20081,0.24581,0.22116,0.29936,0.29613,0.22375,0.21243,0.19792,0.23065,0.24337,0.26765,0.17034,0.20798,0.17818,0.27201,0.25942,0.17843,0.21504,0.18648,0.19357,0.23268,0.24381,0.25167,0.18386,0.16831,0.16458,0.23471,0.20971,0.20571,0.16237,0.1896,0.21767,0.25021,0.28014,0.20917
0.24554,0.29096,0.27148,0.2031,0.27567,0.18445,0.19467,0.20537,0.21118,0.25232,0.1999,0.18068,0.21676,0.17648,0.19678,0.25127,0.27179,0.2137,0.27432,0.24607,0.24671,0.16321,0.26654,0.18579,0.25556,0.25285,0.25044,0.22896,0.2181,0.21759,0.18173,0.19761,0.21759,0.18848,0.2064,0.18106,0.2711,0.18709,0.24479,0.23381,0.23052,0.20723,0.21743,0.24661,0.24522,0.21983,0.21155,0.2205,0.17858,0.16523,0.26949,0.18279,0.14672,0.17413,0.19808,0.21237,0.20537,0.25358,0.27821,0.23215,0.2651,0.22143,0.18238,0.22905,0.21994,0.21277,0.20993,0.18059,0.17554,0.22731,0.2703,0.23963,0.2864,0.22414,0.2596,0.2879,0.20021,0.16766,0.19484,0.22593,0.2122,0.26981,0.29471,0.26547,0.22333,0.21937,0.19221,0.18417,0.23038,0.23334,0.18146,0.24061,0.16946,0.27905,0.21474,0.23334,0.22909,0.23816,0.18916,0.2508,0.22018,0.26829,0.22019,0.19886,0.18093,0.25089,0.23958,0.30206,0.24488,0.20619,0.18941,0.20319,0.25447,0.26062
0.25145,0.28228,0.23965,0.36398,0.28056,0.22795,0.29904,0.34835,0.23725,0.29218,0.24219,0.23681,0.26844,0.30569,0.31316,0.31691,0.29824,0.3272,0.26375,0.29525,0.29701,0.26399,0.24826,0.29616,0.39667,0.35328,0.35929,0.26644,0.24378,0.26698,0.26182,0.24838,0.22591,0.2376,0.29933,0.27344,0.21503,0.28941,0.28752,0.255,0.25246,0.25426,0.29642,0.28645,0.27724,0.29077,0.27849,0.2671,0.26574,0.24439,0.2671,0.25257,0.26041,0.21818,0.25672,0.2827,0.27448,0.26611,0.35426,0.23166,0.19259,0.22557,0.22496,0.24567,0.28007,0.26245,0.22933,0.23349,0.21653,0.19702,0.21995,0.18307,0.3568,0.29173,0.24062,0.22829,0.258,0.23055,0.25682,0.26688,0.20347,0.27228,0.28483,0.2182,0.22538,0.18752,0.21064,0.25557,0.21483,0.19722,0.2069,0.17451,0.19694,0.24473,0.2332,0.19722,0.29021,0.25544,0.27498,0.24479,0.21254,0.23933,0.21492,0.24146,0.23911,0.19953,0.20139,0.22684,0.15223,0.16691,0.18669,0.25263,0.24859,0.18872
0.19632,0.22267,0.27997,0.20524,0.2256,0.2663,0.20753,0.21547,0.17829,0.19649,0.19574,0.18591,0.14921,0.16916,0.15574,0.31968,0.24852,0.21349,0.28469,0.27354,0.30861,0.1826,0.22649,0.22594,0.30005,0.27347,0.27092,0.18842,0.18871,0.225,0.16434,0.22061,0.19039,0.16406,0.18105,0.16131,0.22777,0.22166,0.20769,0.23152,0.16354,0.23076,0.25119,0.22112,0.2368,0.19845,0.18968,0.19771,0.19133,0.23219,0.24333,0.1632,0.14432,0.17967,0.29934,0.28725,0.25427,0.25209,0.28392,0.27846,0.21562,0.23501,0.30493,0.23418,0.33669,0.23457,0.21719,0.21101,0.22577,0.21128,0.16703,0.19718,0.32703,0.30674,0.27911,0.30515,0.33712,0.28818,0.21109,0.24925,0.26088,0.29752,0.37438,0.2953,0.28973,0.25377,0.25318,0.19711,0.22953,0.21029,0.19924,0.22375,0.19384,0.28785,0.25581,0.275,0.34135,0.23642,0.30284,0.27738,0.32786,0.33911,0.25786,0.20123,0.19819,0.20947,0.2436,0.20538,0.18171,0.15938,0.20928,0.27415,0.28325,0.27846
0.29405,0.34335,0.23619,0.21282,0.23918,0.22467,0.20722,0.23097,0.23689,0.27705,0.25693,0.26058,0.22657,0.23927,0.21284,0.30051,0.2197,0.28211,0.26596,0.23214,0.27241,0.22465,0.25878,0.22871,0.27481,0.20511,0.23863,0.23961,0.26286,0.20733,0.17289,0.16488,0.23325,0.22415,0.19682,0.17739,0.23389,0.20389,0.3464,0.22188,0.20947,0.22839,0.23214,0.24898,0.2552,0.212,0.21359,0.22947,0.24602,0.18301,0.27536,0.22663,0.19907,0.16949,0.24449,0.28815,0.24431,0.26669,0.28095,0.22278,0.19302,0.20445,0.20472,0.1753,0.19039,0.23884,0.22951,0.22386,0.24084,0.20333,0.21087,0.21212,0.33957,0.27969,0.22718,0.28579,0.24493,0.23569,0.25675,0.26692,0.22898,0.28835,0.30223,0.31163,0.23868,0.23704,0.20827,0.17222,0.18105,0.20377,0.19022,0.1891,0.18087,0.33752,0.27673,0.29434,0.24015,0.1705,0.23291,0.19227,0.2128,0.24776,0.18991,0.22664,0.22278,0.19835,0.18903,0.22629,0.18695,0.20889,0.18625,0.23269,0.24804,0.23011
0.23212,0.27888,0.2394,0.23999,0.25631,0.22771,0.2629,0.22277,0.20245,0.23374,0.22716,0.19486,0.20081,0.21976,0.18864,0.25353,0.29148,0.28575,0.31499,0.23692,0.27593,0.25727,0.23894,0.21061,0.21428,0.27805,0.2,0.23699,0.22248,0.20705,0.21987,0.21137,0.23293,0.22169,0.19624,0.20158,0.25221,0.22871,0.25234,0.2447,0.23829,0.24032,0.25285,0.27262,0.2748,0.18556,0.19134,0.20216,0.2665,0.24533,0.31448,0.19838,0.30498,0.24119,0.28103,0.26086,0.23177,0.22688,0.30478,0.26361,0.24631,0.19406,0.21856,0.1587,0.24095,0.21856,0.22221,0.21297,0.25712,0.16704,0.19616,0.22428,0.22652,0.22515,0.28388,0.22877,0.24082,0.2492,0.23716,0.22207,0.20468,0.1951,0.37588,0.19782,0.28097,0.2746,0.20479,0.18584,0.242,0.23234,0.1889,0.17693,0.13749,0.25138,0.2243,0.20652,0.20867,0.21498,0.27173,0.20606,0.20442,0.21022,0.18091,0.18685,0.1654,0.21258,0.19048,0.25372,0.18006,0.13156,0.18983,0.21344,0.25203,0.23454
