1.5,0.1,0,1.9,1,1
1.5,0.1,0,1.9,1,2
1.5,0.1,0,1.9,1,3
1.5,0.1,0,1.9,1,4
1.5,0.1,0,1.9,1,5
1.5,0.1,0,1.9,1,6
1.5,0.1,0,1.9,1,7
1.5,0.1,0,1.9,1,8
1.5,0.1,0,1.9,1,9
1.5,0.1,0,1.9,1,10
1.5,0.1,0,1.9,1,11
1.5,0.1,0,1.9,1,12
1.5,0.1,0,1.9,1,13
1.5,0.1,0,1.9,1,14
1.5,0.1,0,1.9,1,15
1.5,0.1,0,1.9,1,16
1.5,0.1,0,1.9,1,17
1.5,0.1,0,1.9,1,18
1.5,0.1,0,1.9,1,19
1.5,0.1,0,1.9,1,20
1.5,0.1,0,1.9,1,21
1.5,0.1,0.0087719,1.9,1,22
1.5,0.1,0.0087719,1.9,1,23
1.5,0.1,0.070175,1.9,1,24
1.5,0.1,0.11404,1.9,0.95,25
1.5,0.1,0.13158,1.9,0.95,26
1.5,0.1,0.21053,1.9,0.95,27
1.5,0.1,0.29825,1.9,0.95,28
1.5,0.1,0.37719,1.9,0.95,29
1.5,0.1,0.4386,1.9,0.95,30
1.5,0.1,0.52632,1.9,0.95,31
1.5,0.1,0.60526,1.9,0.95,32
1.5,0.1,0.64912,1.9,0.95,33
1.5,0.1,0.72807,1.9,0.95,34
1.5,0.1,0.77193,1.9,0.9,35
1.5,0.1,0.79825,1.9,0.9,36
1.5,0.1,0.84211,1.9,0.9,37
1.5,0.1,0.87719,1.9,0.9,38
1.5,0.1,0.89474,1.9,0.9,39
1.5,0.1,0.89474,1.9,0.9,40
1.5,0.1,0.9386,1.9,0.9,41
1.5,0.1,0.9386,1.9,0.9,42
1.5,0.1,0.96491,1.9,0.9,43
1.5,0.1,0.97368,1.9,0.9,44
1.5,0.1,0.97368,1.9,0.9,45
1.5,0.1,0.98246,1.9,0.9,46
1.5,0.1,0.98246,1.9,0.9,47
1.5,0.1,0.98246,1.9,0.9,48
1.5,0.1,0.98246,1.9,0.85,49
1.5,0.1,0.98246,1.9,0.85,50
1.5,0.1,0.99123,1.9,0.75,51
1.5,0.1,1,1.9,0.75,52
1.5,0.1,1,1.9,0.75,53
1.5,0.1,1,1.9,0.75,54
1.5,0.1,1,1.9,0.75,55
1.5,0.1,1,1.9,0.75,56
1.5,0.1,1,1.9,0.75,57
1.5,0.1,1,1.9,0.75,58
1.5,0.1,1,1.9,0.75,59
1.5,0.1,1,1.9,0.7,60
1.5,0.1,1,1.9,0.7,61
1.5,0.1,1,1.9,0.7,62
1.5,0.1,1,1.9,0.7,63
1.5,0.1,1,1.9,0.7,64
1.5,0.1,1,1.9,0.7,65
1.5,0.1,1,1.9,0.65,66
1.5,0.1,1,1.9,0.65,67
1.5088,0.1,0.98246,1.9,0.65,68
1.5088,0.1,0.98246,1.9,0.65,69
1.5088,0.1,0.98246,1.9,0.6,70
1.5132,0.1,0.97368,1.9,0.6,71
1.5132,0.1,0.97368,1.9,0.6,72
1.5132,0.1,0.97368,1.9,0.55,73
1.5132,0.1,0.97368,1.9,0.5,74
1.5132,0.1,0.97368,1.9,0.5,75
1.5132,0.1,0.97368,1.9,0.45,76
1.5132,0.1,0.97368,1.9,0.4,77
1.5132,0.1,0.97368,1.9,0.3,78
1.5219,0.1,0.95614,1.9,0.25,79
1.5307,0.1,0.9386,1.9,0.25,80
1.5351,0.1,0.92982,1.9,0.2,81
1.5395,0.1,0.92105,1.9,0.2,82
1.5439,0.1,0.91228,1.9,0.2,83
1.5482,0.1,0.90351,1.9,0.2,84
1.5702,0.1,0.85965,1.9,0.2,85
1.5215,0.1,0.80702,1.9,0.24,86
1.5566,0.1,0.73684,1.9,0.24,87
1.6268,0.1,0.59649,1.9,0.1925,88
1.5781,0.1,0.54386,1.9,0.235,89
1.525,0.1,0.5,1.9,0.2775,90
1.4895,0.1,0.42105,1.9,0.32,91
1.4803,0.1,0.28947,1.9,0.3625,92
1.5197,0.1,0.21053,1.9,0.3625,93
1.3211,0.1,0.15789,1.9,0.49,94
1.2281,0.1,0.04386,1.9,0.575,95
1.0912,0.1,0.017544,1.9,0.66,96
0.875,0.1,0,1.9,0.7875,97
0.875,0.1,0,1.9,0.775,98
0.725,0.1,0,1.9,0.8575,99
0.5,0.1,0,1.9,1,100
0.5,0.1,0,1.9,1,101
1.5,0.2,0,1.8,1,1
1.5,0.2,0,1.8,1,2
1.5,0.2,0,1.8,1,3
1.5,0.2,0,1.8,1,4
1.5,0.2,0,1.8,1,5
1.5,0.2,0,1.8,1,6
1.5,0.2,0,1.8,1,7
1.5,0.2,0,1.8,1,8
1.5,0.2,0,1.8,1,9
1.5,0.2,0,1.8,1,10
1.5,0.2,0,1.8,1,11
1.5,0.2,0,1.8,1,12
1.5,0.2,0,1.8,1,13
1.5,0.2,0,1.8,1,14
1.5,0.2,0,1.8,1,15
1.5,0.2,0,1.8,1,16
1.5,0.2,0,1.8,1,17
1.5,0.2,0,1.8,1,18
1.5,0.2,0,1.8,1,19
1.5,0.2,0,1.8,1,20
1.5,0.2,0,1.8,1,21
1.5,0.2,0.0087719,1.8,1,22
1.5,0.2,0.0087719,1.8,1,23
1.5,0.2,0.070175,1.8,1,24
1.5,0.2,0.11404,1.8,0.95,25
1.5,0.2,0.13158,1.8,0.95,26
1.5,0.2,0.21053,1.8,0.95,27
1.5,0.2,0.29825,1.8,0.95,28
1.5,0.2,0.37719,1.8,0.95,29
1.5,0.2,0.4386,1.8,0.95,30
1.5,0.2,0.52632,1.8,0.95,31
1.5,0.2,0.60526,1.8,0.95,32
1.5,0.2,0.64912,1.8,0.95,33
1.5,0.2,0.72807,1.8,0.95,34
1.5,0.2,0.77193,1.8,0.9,35
1.5,0.2,0.79825,1.8,0.9,36
1.5,0.2,0.84211,1.8,0.9,37
1.5,0.2,0.87719,1.8,0.9,38
1.5,0.2,0.89474,1.8,0.9,39
1.5,0.2,0.89474,1.8,0.9,40
1.5,0.2,0.9386,1.8,0.9,41
1.5,0.2,0.9386,1.8,0.9,42
1.5,0.2,0.96491,1.8,0.9,43
1.5,0.2,0.97368,1.8,0.9,44
1.5,0.2,0.97368,1.8,0.9,45
1.5,0.2,0.98246,1.8,0.9,46
1.5,0.2,0.98246,1.8,0.9,47
1.5,0.2,0.98246,1.8,0.9,48
1.5,0.2,0.98246,1.8,0.85,49
1.5,0.2,0.98246,1.8,0.85,50
1.5,0.2,0.99123,1.8,0.75,51
1.5,0.2,1,1.8,0.75,52
