0.83773,0.72896,0.56588,0.6437,0.61624,0.52834
0.63791,0.66242,0.66792,0.30853,0.40574,0.50457
0.3992,0.50844,0.29282,0.43125,0.38731,0.54806
0.54464,0.74965,0.63968,0.61737,0.71519,0.59968
0.48287,0.62163,0.60156,0.53688,0.54956,0.55505
0.28442,0.33767,0.4389,0.53656,0.56969,0.56725
0.7771,0.77044,0.77455,0.58157,0.67793,0.70327
0.5584,0.439,0.58871,0.62725,0.61441,0.66606
0.64918,0.78019,0.64668,0.62997,0.7571,0.66682
0.40392,0.51832,0.56867,0.36773,0.45893,0.55443
0.70043,0.65589,0.59821,0.54278,0.58808,0.37355
0.36525,0.51027,0.45944,0.50894,0.57886,0.5499
0.5402,0.57679,0.42483,0.34832,0.44416,0.37167
0.6685,0.75886,0.673,0.53859,0.54359,0.44123
0.48482,0.38865,0.54113,0.25543,0.25606,0.22943
0.75384,0.77595,0.62882,0.64979,0.60888,0.73392
0.62237,0.68046,0.64479,0.54007,0.58397,0.58179
0.58594,0.69603,0.61105,0.63495,0.53416,0.54033
0.1877,0.39036,0.48295,0.29774,0.38913,0.21785
0.61797,0.59882,0.5,0.59643,0.53051,0.43503
