1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9,0.1,0,1.9,1
1.9009,0.1,0.0087719,1.9,1
1.9009,0.1,0.0087719,1.9,1
1.907,0.1,0.070175,1.9,1
1.8164,0.1,0.11404,1.9,0.95
1.8182,0.1,0.13158,1.9,0.95
1.8261,0.1,0.21053,1.9,0.95
1.8348,0.1,0.29825,1.9,0.95
1.8427,0.1,0.37719,1.9,0.95
1.8489,0.1,0.4386,1.9,0.95
1.8576,0.1,0.52632,1.9,0.95
1.8655,0.1,0.60526,1.9,0.95
1.8699,0.1,0.64912,1.9,0.95
1.8778,0.1,0.72807,1.9,0.95
1.7872,0.1,0.77193,1.9,0.9
1.7898,0.1,0.79825,1.9,0.9
1.7942,0.1,0.84211,1.9,0.9
1.7977,0.1,0.87719,1.9,0.9
1.7995,0.1,0.89474,1.9,0.9
1.7995,0.1,0.89474,1.9,0.9
1.8039,0.1,0.9386,1.9,0.9
1.8039,0.1,0.9386,1.9,0.9
1.8065,0.1,0.96491,1.9,0.9
1.8074,0.1,0.97368,1.9,0.9
1.8074,0.1,0.97368,1.9,0.9
1.8082,0.1,0.98246,1.9,0.9
1.8082,0.1,0.98246,1.9,0.9
1.8082,0.1,0.98246,1.9,0.9
1.7132,0.1,0.98246,1.9,0.85
1.7132,0.1,0.98246,1.9,0.85
1.5241,0.1,0.99123,1.9,0.75
1.525,0.1,1,1.9,0.75
1.525,0.1,1,1.9,0.75
1.525,0.1,1,1.9,0.75
1.525,0.1,1,1.9,0.75
1.525,0.1,1,1.9,0.75
1.525,0.1,1,1.9,0.75
1.525,0.1,1,1.9,0.75
1.525,0.1,1,1.9,0.75
1.43,0.1,1,1.9,0.7
1.43,0.1,1,1.9,0.7
1.43,0.1,1,1.9,0.7
1.43,0.1,1,1.9,0.7
1.43,0.1,1,1.9,0.7
1.43,0.1,1,1.9,0.7
1.335,0.1,1,1.9,0.65
1.335,0.1,1,1.9,0.65
1.335,0.1,1,1.9,0.65
1.335,0.1,1,1.9,0.65
1.24,0.1,1,1.9,0.6
1.24,0.1,1,1.9,0.6
1.24,0.1,1,1.9,0.6
1.145,0.1,1,1.9,0.55
